patient_id,tex_state,ZFP36,ZFP36L1,ZFP36L2,ZC3H12A,RC3H1,RC3H2,PCBP1,ELAVL1,HNRNPLL,TIA1,n_cells
P2,CTL_CD8,1.9631233215332031,1.7695249319076538,2.108863592147827,0.21882958710193634,0.908995509147644,0.2937318980693817,1.079694390296936,0.7212194204330444,1.5582640171051025,0.0,10
P2,Term-Tex,1.9138615131378174,1.5638753175735474,1.962536096572876,0.32341256737709045,0.909464418888092,0.26822909712791443,0.942358136177063,0.1550997942686081,1.4872286319732666,0.7937560081481934,105
P2,Tex-int,1.9339699745178223,1.36055588722229,2.004986524581909,0.2471592128276825,1.0489459037780762,0.4296858310699463,1.330754041671753,0.23661309480667114,1.7867012023925781,0.6896706223487854,58
P2,pre-Tex,1.7869017124176025,1.5499025583267212,2.001434087753296,0.6317899227142334,0.7837687730789185,0.342973917722702,1.2659894227981567,0.354708731174469,1.5866221189498901,0.566433846950531,29
P3,CTL_CD8,1.821739912033081,1.7511787414550781,1.6168004274368286,0.8328861594200134,0.8391427993774414,0.3268273174762726,1.040104627609253,0.3658071756362915,0.721099853515625,0.0701667070388794,33
P3,Tex-int,1.7967249155044556,2.1495299339294434,1.7881462574005127,0.0,1.9140723943710327,0.0,1.017924189567566,0.0,2.028099775314331,0.9424155950546265,5
P3,pre-Tex,1.855095386505127,1.6263065338134766,1.8813366889953613,1.1837048530578613,1.5635874271392822,0.7387480139732361,0.7334886193275452,0.26111575961112976,1.1374552249908447,0.3241843581199646,13
P12,CTL_CD8,1.9564847946166992,1.5706520080566406,1.5076806545257568,0.41912642121315,0.8944221138954163,0.43012645840644836,1.03123140335083,0.24808260798454285,0.3788393437862396,0.6261758208274841,75
P12,Term-Tex,1.7232025861740112,1.65341055393219,0.9709901809692383,0.55991131067276,0.9591524004936218,0.11905854940414429,0.7259823679924011,0.2661776840686798,0.3509107530117035,2.142338275909424,4
P12,Tex-int,1.986957311630249,1.561033844947815,1.5104244947433472,0.33699604868888855,1.4459021091461182,0.33155858516693115,0.7291167378425598,0.1388465166091919,1.0209600925445557,0.32794439792633057,13
P12,pre-Tex,1.8232252597808838,1.6596527099609375,1.420124888420105,0.483957439661026,0.8422587513923645,0.34790754318237305,0.8632274270057678,0.15033400058746338,0.33840805292129517,0.48059311509132385,70
P15,CTL_CD8,2.3819589614868164,1.5160393714904785,0.9052812457084656,0.832663893699646,1.0842915773391724,0.20946435630321503,1.0223170518875122,0.10323155671358109,0.5301997065544128,0.5426347851753235,22
P15,Term-Tex,1.991698980331421,1.487702488899231,1.1111197471618652,0.943207859992981,1.3537993431091309,0.0,1.2007501125335693,0.39045843482017517,0.6884605884552002,1.0592246055603027,9
P15,Tex-int,1.9633203744888306,1.4141706228256226,1.0328983068466187,0.8289436101913452,1.2434788942337036,0.6496144533157349,1.6286067962646484,0.3951743543148041,1.8237768411636353,0.22278614342212677,10
P15,pre-Tex,2.124507188796997,1.8653773069381714,1.3733211755752563,0.5297902822494507,1.130275011062622,0.13032828271389008,0.7216647863388062,0.0,0.9020864963531494,0.05520697683095932,23
P20,CTL_CD8,1.5384541749954224,1.5727205276489258,1.360633373260498,0.11370409280061722,0.5788576602935791,0.3717889189720154,0.5623866319656372,0.24110625684261322,0.37209421396255493,0.6347441673278809,17
P20,Term-Tex,1.6617498397827148,1.809295892715454,0.9691826105117798,0.30865252017974854,0.9696533679962158,0.541769802570343,1.3358508348464966,0.2649316191673279,1.2721972465515137,1.0847419500350952,62
P20,Tex-int,1.034501075744629,1.5038422346115112,1.042015790939331,0.23138296604156494,1.1609103679656982,0.5551756620407104,1.5419999361038208,0.3446055054664612,1.2918152809143066,0.9356277585029602,57
P20,pre-Tex,1.3196380138397217,1.4121664762496948,0.7540191411972046,0.3386830985546112,0.9647703766822815,0.09569703042507172,1.2739949226379395,0.15315620601177216,1.1857675313949585,0.6835606098175049,25
